plaque6,,plaque5,,plaque4,,plaque3,,plaquenoire,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
1949,71.28274536,1949,61.35750961,1949,67.57324219,1949,69.45948029,1949,5.600148678,
1948,71.26634979,1948,61.33841705,1948,67.54843903,1948,69.44799805,1948,5.619171619,
1947,71.25262451,1947,61.31653214,1947,67.53050232,1947,69.43875885,1947,5.623386383,
1946,71.25899506,1946,61.29664612,1946,67.52576447,1946,69.43837738,1946,5.608366013,
1945,71.23177338,1945,61.28327179,1945,67.50192261,1945,69.41285706,1945,5.608244896,
1944,71.23238373,1944,61.25272369,1944,67.48783875,1944,69.40205383,1944,5.615545273,
1943,71.21116638,1943,61.24154282,1943,67.48587799,1943,69.39116669,1943,5.608831882,
1942,71.20134735,1942,61.22146225,1942,67.46459961,1942,69.36849976,1942,5.620910645,
1941,71.18451691,1941,61.20339203,1941,67.43658447,1941,69.35858154,1941,5.603203773,
1940,71.18851471,1940,61.18685532,1940,67.42793274,1940,69.34273529,1940,5.596158981,
1939,71.18226624,1939,61.16846085,1939,67.41860199,1939,69.33847809,1939,5.603348255,
1938,71.15478516,1938,61.15491486,1938,67.3960495,1938,69.33183289,1938,5.600877285,
1937,71.14264679,1937,61.12716293,1937,67.37174988,1937,69.30717468,1937,5.618041992,
1936,71.12837219,1936,61.10400391,1936,67.35964203,1936,69.28922272,1936,5.586685181,
1935,71.11408234,1935,61.0834465,1935,67.33885193,1935,69.26686096,1935,5.599106312,
1934,71.11779785,1934,61.07827377,1934,67.33975983,1934,69.26978302,1934,5.606528759,
1933,71.09581757,1933,61.06178665,1933,67.31781006,1933,69.24766541,1933,5.607212543,
1932,71.09910583,1932,61.03389359,1932,67.29408264,1932,69.23802185,1932,5.599941254,
1931,71.0843277,1931,61.02342606,1931,67.2917099,1931,69.2257309,1931,5.602997303,
1930,71.0611496,1930,60.99694824,1930,67.26895142,1930,69.21466064,1930,5.590496063,
1929,71.06559753,1929,60.99330139,1929,67.25485992,1929,69.21161652,1929,5.613627911,
1928,71.05342102,1928,60.96171188,1928,67.23567963,1928,69.18115234,1928,5.611978531,
1927,71.04065704,1927,60.9649353,1927,67.23275757,1927,69.17427826,1927,5.604310989,
1926,71.03491974,1926,60.93742752,1926,67.20960236,1926,69.16083527,1926,5.60125494,
1925,71.03635406,1925,60.92659378,1925,67.20487976,1925,69.14675903,1925,5.619606972,
1924,71.01448059,1924,60.90378571,1924,67.17604828,1924,69.13648987,1924,5.59190321,
1923,71.00016785,1923,60.88811111,1923,67.16690063,1923,69.1211319,1923,5.600324631,
1922,70.99746704,1922,60.87921906,1922,67.15594482,1922,69.09816742,1922,5.609716415,
1921,70.97511292,1921,60.85560226,1921,67.13563538,1921,69.08525085,1921,5.607819557,
1920,70.95700836,1920,60.84160233,1920,67.11956787,1920,69.08110046,1920,5.611777306,
1919,70.94877625,1919,60.82779694,1919,67.09473419,1919,69.05290222,1919,5.617766857,
1918,70.94707489,1918,60.81209183,1918,67.09429932,1918,69.04989624,1918,5.610461712,
1917,70.94021606,1917,60.80559921,1917,67.06610107,1917,69.04246521,1917,5.60656023,
1916,70.927742,1916,60.78078842,1916,67.06401825,1916,69.03753662,1916,5.605278015,
1915,70.92113495,1915,60.76877594,1915,67.04644012,1915,69.01927185,1915,5.604521751,
1914,70.89839172,1914,60.74342728,1914,67.02484131,1914,68.98498535,1914,5.602438927,
1913,70.89318848,1913,60.73770523,1913,67.01244354,1913,68.98223114,1913,5.619158268,
1912,70.89575958,1912,60.72263718,1912,67.00078583,1912,68.96884155,1912,5.613490105,
1911,70.87813568,1911,60.70730591,1911,66.98487091,1911,68.96614838,1911,5.60791111,
1910,70.87378693,1910,60.69073105,1910,66.97926331,1910,68.94119263,1910,5.612688541,
1909,70.85760498,1909,60.66353989,1909,66.94559479,1909,68.92891693,1909,5.605278492,
1908,70.86533356,1908,60.66129303,1908,66.94425964,1908,68.92584229,1908,5.604839325,
1907,70.84339905,1907,60.64017487,1907,66.93227386,1907,68.91945648,1907,5.606971264,
1906,70.83576965,1906,60.63337326,1906,66.90569305,1906,68.89470673,1906,5.627056122,
1905,70.81848907,1905,60.62019348,1905,66.89890289,1905,68.87230682,1905,5.601984024,
1904,70.82069397,1904,60.59567261,1904,66.86776733,1904,68.85972595,1904,5.60878849,
1903,70.80976868,1903,60.56987,1903,66.85238647,1903,68.84706879,1903,5.602403164,
1902,70.80458832,1902,60.55943298,1902,66.84862518,1902,68.84492493,1902,5.607469082,
1901,70.80310822,1901,60.54594421,1901,66.83318329,1901,68.83937836,1901,5.628903389,
1900,70.79341888,1900,60.52280045,1900,66.8261261,1900,68.82785034,1900,5.610167027,
1899,70.79688263,1899,60.51765823,1899,66.81990051,1899,68.81941986,1899,5.616873264,
1898,70.79781342,1898,60.49523163,1898,66.81127167,1898,68.81210327,1898,5.636072636,
1897,70.79406738,1897,60.49248123,1897,66.80493927,1897,68.80926514,1897,5.618482113,
1896,70.79187012,1896,60.47490311,1896,66.79966736,1896,68.8037262,1896,5.614430428,
1895,70.78515625,1895,60.46268463,1895,66.78443909,1895,68.79327393,1895,5.632575035,
1894,70.78945923,1894,60.43802643,1894,66.77806091,1894,68.79560089,1894,5.626680851,
1893,70.77949524,1893,60.42153168,1893,66.76533508,1893,68.78681183,1893,5.622355461,
1892,70.78646088,1892,60.41272354,1892,66.75875092,1892,68.79310608,1892,5.611308098,
1891,70.76379395,1891,60.38643646,1891,66.7386322,1891,68.76866913,1891,5.60076189,
1890,70.77720642,1890,60.39349365,1890,66.7342453,1890,68.76847839,1890,5.616508961,
1889,70.75611877,1889,60.35863876,1889,66.71313477,1889,68.75204468,1889,5.602110386,
1888,70.76008606,1888,60.36437607,1888,66.71872711,1888,68.758461,1888,5.620061398,
1887,70.74973297,1887,60.34451675,1887,66.71924591,1887,68.74057007,1887,5.627626896,
1886,70.75295258,1886,60.31898117,1886,66.71318054,1886,68.74137115,1886,5.61752367,
1885,70.74344635,1885,60.29462814,1885,66.68852234,1885,68.72796631,1885,5.613066673,
1884,70.73234558,1884,60.28807068,1884,66.68626404,1884,68.72434235,1884,5.620023727,
1883,70.73054504,1883,60.27232361,1883,66.6856842,1883,68.71607971,1883,5.604721546,
1882,70.73403931,1882,60.26387024,1882,66.66371918,1882,68.70236969,1882,5.61349535,
1881,70.71502686,1881,60.228508,1881,66.64931488,1881,68.69467926,1881,5.617106438,
1880,70.70533752,1880,60.21601105,1880,66.64945221,1880,68.68423462,1880,5.620762825,
1879,70.70066833,1879,60.19473648,1879,66.62139893,1879,68.6523056,1879,5.611290932,
1878,70.70074463,1878,60.18825912,1878,66.61762238,1878,68.65383148,1878,5.623977184,
1877,70.6829834,1877,60.17904282,1877,66.59171295,1877,68.6398468,1877,5.621823311,
1876,70.65480042,1876,60.14517593,1876,66.55702972,1876,68.60503387,1876,5.616330147,
1875,70.6436615,1875,60.14208984,1875,66.55451965,1875,68.58951569,1875,5.629957676,
1874,70.62496948,1874,60.1243515,1874,66.52693176,1874,68.57985687,1874,5.621934414,
1873,70.62865448,1873,60.10768509,1873,66.51110077,1873,68.56013489,1873,5.619273186,
1872,70.59571838,1872,60.09765244,1872,66.48668671,1872,68.54682922,1872,5.625417233,
1871,70.60033417,1871,60.07784653,1871,66.47776031,1871,68.52113342,1871,5.627960205,
1870,70.58123016,1870,60.0487175,1870,66.45405579,1870,68.5055542,1870,5.634121418,
1869,70.56613922,1869,60.02926636,1869,66.43553162,1869,68.49246216,1869,5.62754488,
1868,70.5580368,1868,60.01595688,1868,66.42556,1868,68.48325348,1868,5.628473759,
1867,70.54345703,1867,59.98642349,1867,66.40378571,1867,68.46291351,1867,5.616347313,
1866,70.5276947,1866,59.96988297,1866,66.38296509,1866,68.45949554,1866,5.612319469,
1865,70.52398682,1865,59.95505905,1865,66.36858368,1865,68.43730927,1865,5.626535892,
1864,70.52207184,1864,59.95374298,1864,66.35860443,1864,68.43397522,1864,5.63035202,
1863,70.51085663,1863,59.9209671,1863,66.33852386,1863,68.42210388,1863,5.617236137,
1862,70.48967743,1862,59.89608002,1862,66.31190491,1862,68.40263367,1862,5.612166882,
1861,70.48991394,1861,59.88543701,1861,66.30254364,1861,68.38911438,1861,5.629456997,
1860,70.47696686,1860,59.86011124,1860,66.28196716,1860,68.37501526,1860,5.618266582,
1859,70.46128082,1859,59.84344482,1859,66.26751709,1859,68.36334229,1859,5.621739388,
1858,70.45359802,1858,59.8228035,1858,66.26116943,1858,68.35797119,1858,5.621953964,
1857,70.45483398,1857,59.82264709,1857,66.25694275,1857,68.35781097,1857,5.609683514,
1856,70.44346619,1856,59.80314636,1856,66.24545288,1856,68.34400177,1856,5.638783455,
1855,70.44020844,1855,59.77559662,1855,66.23101807,1855,68.33470154,1855,5.622459888,
1854,70.44199371,1854,59.76411819,1854,66.23109436,1854,68.31890106,1854,5.620397568,
1853,70.43398285,1853,59.73658752,1853,66.2126236,1853,68.32328033,1853,5.611554146,
1852,70.41607666,1852,59.72816849,1852,66.20993805,1852,68.30223083,1852,5.62228632,
1851,70.40898895,1851,59.695961,1851,66.18489838,1851,68.29608917,1851,5.617852211,
1850,70.40878296,1850,59.68642426,1850,66.17795563,1850,68.29102325,1850,5.633470535,
1849,70.39743042,1849,59.66647339,1849,66.16215515,1849,68.27191925,1849,5.613777161,
1848,70.37721252,1848,59.64761353,1848,66.15065765,1848,68.25335693,1848,5.626974583,
1847,70.37180328,1847,59.62420654,1847,66.12911987,1847,68.240448,1847,5.622481346,
1846,70.35929871,1846,59.59826279,1846,66.10209656,1846,68.23064423,1846,5.6234622,
1845,70.35189056,1845,59.58150482,1845,66.09831238,1845,68.22799683,1845,5.628882408,
1844,70.34176636,1844,59.56088257,1844,66.08512115,1844,68.19848633,1844,5.60808754,
1843,70.32797241,1843,59.54890823,1843,66.06044769,1843,68.18804169,1843,5.631469727,
1842,70.31711578,1842,59.52698517,1842,66.05602264,1842,68.17241669,1842,5.635573387,
1841,70.30830383,1841,59.50229645,1841,66.03205872,1841,68.1581192,1841,5.627545357,
1840,70.28900146,1840,59.48184204,1840,66.00983429,1840,68.14404297,1840,5.623818398,
1839,70.30133057,1839,59.47095108,1839,65.99856567,1839,68.13755798,1839,5.639491081,
1838,70.27444458,1838,59.44277573,1838,65.98097992,1838,68.11682892,1838,5.611266613,
1837,70.2750473,1837,59.42215729,1837,65.96607208,1837,68.11533356,1837,5.623361111,
1836,70.25914764,1836,59.40637589,1836,65.95043945,1836,68.09034729,1836,5.62691927,
1835,70.24391937,1835,59.38270569,1835,65.944664,1835,68.09083557,1835,5.620288849,
1834,70.23867035,1834,59.35450745,1834,65.92565918,1834,68.08483124,1834,5.624152184,
1833,70.22730255,1833,59.33431244,1833,65.90135193,1833,68.06015015,1833,5.621874332,
1832,70.2230835,1832,59.32515717,1832,65.89844513,1832,68.0585556,1832,5.624042511,
1831,70.2177124,1831,59.29105377,1831,65.87815857,1831,68.04536438,1831,5.619276047,
1830,70.20913696,1830,59.2766037,1830,65.87587738,1830,68.0436554,1830,5.620679855,
1829,70.20407867,1829,59.25050354,1829,65.86226654,1829,68.02617645,1829,5.62576437,
1828,70.19211578,1828,59.22954559,1828,65.8423996,1828,68.01461029,1828,5.602690697,
1827,70.18684387,1827,59.20843506,1827,65.82556915,1827,68.00900269,1827,5.620640755,
1826,70.18787384,1826,59.20221329,1826,65.81995392,1826,68.00076294,1826,5.617990494,
1825,70.17919922,1825,59.17199707,1825,65.80409241,1825,67.98307037,1825,5.620518684,
1824,70.17215729,1824,59.15793228,1824,65.79975128,1824,67.98498535,1824,5.621223927,
1823,70.16597748,1823,59.12777328,1823,65.78146362,1823,67.9694519,1823,5.61909914,
1822,70.15734863,1822,59.10702515,1822,65.77185059,1822,67.9755249,1822,5.607237339,
1821,70.16013336,1821,59.09127426,1821,65.75209808,1821,67.96458435,1821,5.614635944,
1820,70.14277649,1820,59.05987167,1820,65.74327087,1820,67.94424438,1820,5.606415749,
1819,70.14962769,1819,59.05319595,1819,65.74686432,1819,67.95189667,1819,5.619235516,
1818,70.13570404,1818,59.03168488,1818,65.72740173,1818,67.93534088,1818,5.612519741,
1817,70.128685,1817,59.01419449,1817,65.72141266,1817,67.93286133,1817,5.620582581,
1816,70.11883545,1816,58.99447632,1816,65.70137024,1816,67.91565704,1816,5.613554001,
1815,70.11115265,1815,58.96977234,1815,65.69225311,1815,67.9094696,1815,5.623440742,
1814,70.11122131,1814,58.95490646,1814,65.68465424,1814,67.90061188,1814,5.608438969,
1813,70.10211182,1813,58.93798065,1813,65.67021942,1813,67.88407898,1813,5.611784458,
1812,70.10633087,1812,58.90481567,1812,65.65306854,1812,67.87879181,1812,5.612740517,
1811,70.09372711,1811,58.89559937,1811,65.64539337,1811,67.87101746,1811,5.621016979,
1810,70.08257294,1810,58.87305832,1810,65.63388062,1810,67.86353302,1810,5.615332603,
1809,70.08425903,1809,58.858181,1809,65.61999512,1809,67.85906219,1809,5.613178253,
1808,70.07925415,1808,58.83492279,1808,65.60693359,1808,67.84303284,1808,5.609457493,
1807,70.07292175,1807,58.81164551,1807,65.60177612,1807,67.84312439,1807,5.615522861,
1806,70.05677795,1806,58.79371262,1806,65.59185028,1806,67.81993866,1806,5.61130476,
1805,70.04436493,1805,58.77144241,1805,65.56482697,1805,67.81335449,1805,5.604121208,
1804,70.03274536,1804,58.75439072,1804,65.55819702,1804,67.8069458,1804,5.616769791,
1803,70.01041412,1803,58.71215439,1803,65.52053833,1803,67.77465057,1803,5.613958359,
1802,69.99772644,1802,58.68507004,1802,65.50270844,1802,67.74741364,1802,5.614748001,
1801,69.98145294,1801,58.65662766,1801,65.48018646,1801,67.74338531,1801,5.604595661,
1800,69.96959686,1800,58.63767242,1800,65.46625519,1800,67.72360992,1800,5.613747597,
1799,69.9655838,1799,58.61236954,1799,65.45501709,1799,67.71404266,1799,5.609964371,
1798,69.94460297,1798,58.58687592,1798,65.43012238,1798,67.69525146,1798,5.606352806,
1797,69.93839264,1797,58.57100677,1797,65.42572021,1797,67.69335175,1797,5.609104633,
1796,69.92347717,1796,58.54957581,1796,65.40016174,1796,67.6672287,1796,5.610944748,
1795,69.90631866,1795,58.5235405,1795,65.38392639,1795,67.65825653,1795,5.607159615,
1794,69.90472412,1794,58.49570084,1794,65.36334991,1794,67.64004517,1794,5.604923248,
1793,69.87154388,1793,58.4622879,1793,65.33616638,1793,67.61472321,1793,5.605013847,
1792,69.87190247,1792,58.44748688,1792,65.33052826,1792,67.60681152,1792,5.609388828,
1791,69.84715271,1791,58.41773605,1791,65.3026123,1791,67.58216858,1791,5.602658272,
1790,69.86139679,1790,58.41292572,1790,65.30101776,1790,67.59259796,1790,5.604859352,
1789,69.84667969,1789,58.38897324,1789,65.28310394,1789,67.56786346,1789,5.602943897,
1788,69.82474518,1788,58.35931396,1788,65.25624847,1788,67.54720306,1788,5.603319168,
1787,69.81363678,1787,58.3397522,1787,65.24842072,1787,67.53206635,1787,5.60090971,
1786,69.79836273,1786,58.31643295,1786,65.21882629,1786,67.51371002,1786,5.601660252,
1785,69.79110718,1785,58.29792023,1785,65.20960236,1785,67.52055359,1785,5.604572296,
1784,69.76701355,1784,58.26152039,1784,65.19869232,1784,67.4812088,1784,5.602743626,
1783,69.78336334,1783,58.25057602,1783,65.186409,1783,67.49571991,1783,5.60529995,
1782,69.76856995,1782,58.22476196,1782,65.16212463,1782,67.47589111,1782,5.606098652,
1781,69.77019501,1781,58.22499466,1781,65.15524292,1781,67.4905777,1781,5.604163647,
1780,69.75395203,1780,58.18581009,1780,65.13780975,1780,67.45713043,1780,5.602717876,
1779,69.7493515,1779,58.1862793,1779,65.13104248,1779,67.44792175,1779,5.597556114,
1778,69.72385406,1778,58.14587402,1778,65.08586121,1778,67.43962097,1778,5.604213715,
1777,69.72528839,1777,58.14691162,1777,65.10388184,1777,67.42092896,1777,5.596582413,
1776,69.70465851,1776,58.10198212,1776,65.05477905,1776,67.40063477,1776,5.60356617,
1775,69.72005463,1775,58.11232376,1775,65.08215332,1775,67.41531372,1775,5.600738049,
1774,69.69462585,1774,58.08134079,1774,65.045578,1774,67.37567902,1774,5.596835613,
1773,69.6771698,1773,58.06525803,1773,65.0286026,1773,67.37587738,1773,5.601323605,
1772,69.69268799,1772,58.06505585,1772,65.02385712,1772,67.37667847,1772,5.594807625,
1771,69.67405701,1771,58.0468483,1771,65.00591278,1771,67.35588837,1771,5.595549107,
1770,69.66297913,1770,58.0197258,1770,64.98127747,1770,67.33970642,1770,5.592588902,
1769,69.67079926,1769,58.00967789,1769,64.98574066,1769,67.34454346,1769,5.607538223,
1768,69.64730072,1768,57.98123932,1768,64.95815277,1768,67.32047272,1768,5.606542587,
1767,69.63607788,1767,57.97923279,1767,64.94141388,1767,67.30758667,1767,5.598072529,
1766,69.62775421,1766,57.95882416,1766,64.93651581,1766,67.29734039,1766,5.596981049,
1765,69.62620544,1765,57.94625092,1765,64.91709137,1765,67.28487396,1765,5.600516319,
1764,69.61959076,1764,57.93675232,1764,64.90653229,1764,67.27897644,1764,5.601601601,
1763,69.6198349,1763,57.9288559,1763,64.8927002,1763,67.27666473,1763,5.60198307,
1762,69.59358215,1762,57.89496994,1762,64.86961365,1762,67.2463913,1762,5.600567341,
1761,69.58461761,1761,57.89105988,1761,64.86532593,1761,67.23266602,1761,5.608856201,
1760,69.58506775,1760,57.87709427,1760,64.84989166,1760,67.23503876,1760,5.605750084,
1759,69.58900452,1759,57.86886215,1759,64.82962036,1759,67.23325348,1759,5.61077261,
1758,69.564888,1758,57.84282684,1758,64.82073212,1758,67.21554565,1758,5.605347633,
1757,69.55574799,1757,57.8298111,1757,64.80452728,1757,67.197052,1757,5.60565567,
1756,69.55327606,1756,57.82362366,1756,64.79705811,1756,67.18184662,1756,5.604402065,
1755,69.54975891,1755,57.81199265,1755,64.78594971,1755,67.18215179,1755,5.611663818,
1754,69.5430069,1754,57.80571747,1754,64.76598358,1754,67.1782608,1754,5.610868454,
1753,69.5369873,1753,57.78564072,1753,64.7496109,1753,67.16070557,1753,5.604933262,
1752,69.52822876,1752,57.7663002,1752,64.74501038,1752,67.14787292,1752,5.609480858,
1751,69.51905823,1751,57.75873566,1751,64.73213196,1751,67.13262939,1751,5.603718758,
1750,69.51113129,1750,57.74066544,1750,64.71826172,1750,67.1294632,1750,5.610023975,
1749,69.50701904,1749,57.74487305,1749,64.69689941,1749,67.11450958,1749,5.604271412,
1748,69.50183868,1748,57.72377777,1748,64.69387817,1748,67.11122131,1748,5.611785889,
1747,69.49328613,1747,57.71670914,1747,64.67823792,1747,67.09760284,1747,5.62314558,
1746,69.48464203,1746,57.69600296,1746,64.66300964,1746,67.07718658,1746,5.609467506,
1745,69.4777832,1745,57.68377304,1745,64.64942932,1745,67.07123566,1745,5.609700203,
1744,69.46652985,1744,57.67412949,1744,64.63109589,1744,67.06041718,1744,5.611087799,
1743,69.46496582,1743,57.65960693,1743,64.62528992,1743,67.04508972,1743,5.611287594,
1742,69.46060944,1742,57.64391327,1742,64.62088013,1742,67.04267883,1742,5.625417233,
1741,69.45827484,1741,57.64276886,1741,64.60855865,1741,67.03767395,1741,5.621711731,
1740,69.44621277,1740,57.62799454,1740,64.5878067,1740,67.01650238,1740,5.617678165,
1739,69.43663025,1739,57.60853958,1739,64.57532501,1739,67.00822449,1739,5.616384506,
1738,69.43243408,1738,57.59955215,1738,64.56163788,1738,66.99854279,1738,5.615874767,
1737,69.42765045,1737,57.58834076,1737,64.55166626,1737,66.99047089,1737,5.618452072,
1736,69.42401123,1736,57.58186722,1736,64.53630066,1736,66.97879791,1736,5.623548985,
1735,69.41205597,1735,57.56189346,1735,64.53336334,1735,66.9728241,1735,5.623986721,
1734,69.41545105,1734,57.55919647,1734,64.51011658,1734,66.95929718,1734,5.622253418,
1733,69.40788269,1733,57.548069,1733,64.50439453,1733,66.95742798,1733,5.618215084,
1732,69.39381409,1732,57.5336647,1732,64.47436523,1732,66.94076538,1732,5.621062756,
1731,69.38406372,1731,57.52149963,1731,64.4664917,1731,66.92877197,1731,5.625270844,
1730,69.38137817,1730,57.50970078,1730,64.45365143,1730,66.91776276,1730,5.626903057,
1729,69.36575317,1729,57.47516632,1729,64.44203186,1729,66.90259552,1729,5.631104946,
1728,69.35919189,1728,57.48019409,1728,64.42886353,1728,66.88710022,1728,5.625256538,
1727,69.35584259,1727,57.47172165,1727,64.41242981,1727,66.8855896,1727,5.62335968,
1726,69.35271454,1726,57.46009827,1726,64.39782715,1726,66.87882996,1726,5.628617287,
1725,69.34680939,1725,57.45009232,1725,64.38117981,1725,66.87614441,1725,5.633018017,
1724,69.32791138,1724,57.41783905,1724,64.36810303,1724,66.8458252,1724,5.624385357,
1723,69.32157898,1723,57.39183426,1723,64.34511566,1723,66.82111359,1723,5.625113964,
1722,69.32096863,1722,57.4131012,1722,64.34278107,1722,66.842453,1722,5.626488686,
1721,69.30435944,1721,57.38589859,1721,64.32309723,1721,66.8243866,1721,5.627453804,
1720,69.29679871,1720,57.35971832,1720,64.29380798,1720,66.78961182,1720,5.624522686,
1719,69.29156494,1719,57.33811951,1719,64.2983551,1719,66.77636719,1719,5.631962776,
1718,69.28424835,1718,57.35567093,1718,64.29319763,1718,66.78723145,1718,5.636033058,
1717,69.27153778,1717,57.32637787,1717,64.24132538,1717,66.7631073,1717,5.636761189,
1716,69.26049805,1716,57.28715134,1716,64.23999023,1716,66.74520874,1716,5.635394096,
1715,69.24663544,1715,57.27835464,1715,64.23828888,1715,66.73029327,1715,5.628257275,
1714,69.28333282,1714,57.28597641,1714,64.22616577,1714,66.77750397,1714,5.638270855,
1713,69.21956635,1713,57.23321915,1713,64.19308472,1713,66.70104218,1713,5.632396221,
1712,69.20864868,1712,57.21547699,1712,64.17610931,1712,66.68314362,1712,5.62423563,
1711,69.25383759,1711,57.22605515,1711,64.17749786,1711,66.70876312,1711,5.636146069,
1710,69.1941452,1710,57.20019913,1710,64.15127563,1710,66.67657471,1710,5.626747131,
1709,69.20999908,1709,57.17809677,1709,64.1317215,1709,66.65956116,1709,5.635879993,
1708,69.1940155,1708,57.15893555,1708,64.1133728,1708,66.6530304,1708,5.628775597,
1707,69.1759491,1707,57.14409256,1707,64.10784149,1707,66.63910675,1707,5.635706902,
1706,69.17819214,1706,57.12870407,1706,64.07587433,1706,66.63314819,1706,5.628512383,
1705,69.15808105,1705,57.09686279,1705,64.07189178,1705,66.60368347,1705,5.622596264,
1704,69.14665985,1704,57.08836746,1704,64.04594421,1704,66.60321045,1704,5.622754097,
1703,69.1464386,1703,57.07146454,1703,64.04717255,1703,66.58692932,1703,5.633611202,
1702,69.14038086,1702,57.05513382,1702,64.01921844,1702,66.5841217,1702,5.626555443,
1701,69.13134003,1701,57.03225708,1701,64.01259613,1701,66.56652832,1701,5.629882813,
1700,69.12418365,1700,57.02548599,1700,63.99707031,1700,66.54990387,1700,5.62823391,
1699,69.09185028,1699,56.99104691,1699,63.95985413,1699,66.53392792,1699,5.633443832,
1698,69.11050415,1698,56.9825592,1698,63.96361542,1698,66.51661682,1698,5.630975723,
1697,69.07009125,1697,56.95272064,1697,63.92176056,1697,66.50860596,1697,5.625977516,
1696,69.08470154,1696,56.92054749,1696,63.92648315,1696,66.49675751,1696,5.632839203,
1695,69.06085968,1695,56.91864395,1695,63.89780045,1695,66.47036743,1695,5.625983238,
1694,69.07073212,1694,56.91509247,1694,63.90026855,1694,66.49826813,1694,5.641720295,
1693,69.04956055,1693,56.88017654,1693,63.8757515,1693,66.45920563,1693,5.626942158,
1692,69.04505157,1692,56.8569603,1692,63.86226273,1692,66.45909882,1692,5.621562004,
1691,69.02128601,1691,56.83422852,1691,63.82619095,1691,66.42710876,1691,5.632484913,
1690,69.02244568,1690,56.81761932,1690,63.82565308,1690,66.41957092,1690,5.628401756,
1689,69.01251984,1689,56.80603409,1689,63.79562759,1689,66.40862274,1689,5.623896599,
1688,68.99972534,1688,56.78543854,1688,63.79398727,1688,66.39220428,1688,5.625485897,
1687,68.9983139,1687,56.75881958,1687,63.77534866,1687,66.39653015,1687,5.622002602,
1686,68.97304535,1686,56.74220276,1686,63.74914551,1686,66.36399841,1686,5.626320362,
1685,68.9756546,1685,56.73009109,1685,63.74887848,1685,66.3521347,1685,5.622519493,
1684,68.96585083,1684,56.70132446,1684,63.71123123,1684,66.34659576,1684,5.627411842,
1683,68.96676636,1683,56.69994354,1683,63.72197723,1683,66.33713531,1683,5.63346529,
1682,68.93297577,1682,56.66140747,1682,63.69294357,1682,66.30150604,1682,5.629915237,
1681,68.94947815,1681,56.65698624,1681,63.66229248,1681,66.32836914,1681,5.627571106,
1680,68.91029358,1680,56.61872482,1680,63.65592575,1680,66.2871933,1680,5.627306461,
1679,68.91864777,1679,56.62407684,1679,63.63975906,1679,66.28290558,1679,5.636672974,
1678,68.90162659,1678,56.59069824,1678,63.62628174,1678,66.27604675,1678,5.633627892,
1677,68.88802338,1677,56.55515671,1677,63.59992599,1677,66.24147034,1677,5.631822586,
1676,68.88952637,1676,56.56743622,1676,63.59199905,1676,66.25577545,1676,5.631122112,
1675,68.88514709,1675,56.53864288,1675,63.57236481,1675,66.23626709,1675,5.626307487,
1674,68.85208893,1674,56.51702881,1674,63.56142807,1674,66.21298981,1674,5.631439686,
1673,68.86357117,1673,56.48815536,1673,63.53155518,1673,66.20472717,1673,5.6258955,
1672,68.84947205,1672,56.4898262,1672,63.52355576,1672,66.18758392,1672,5.627068043,
1671,68.81595612,1671,56.44900894,1671,63.50736618,1671,66.16640472,1671,5.628356457,
1670,68.83103943,1670,56.43460846,1670,63.47529221,1670,66.16177368,1670,5.628814697,
1669,68.81131744,1669,56.4247551,1669,63.47273636,1669,66.15081787,1669,5.627123356,
1668,68.78504944,1668,56.38468933,1668,63.4507103,1668,66.12106323,1668,5.624735832,
1667,68.80287933,1667,56.39017105,1667,63.42332458,1667,66.13127899,1667,5.63338232,
1666,68.77424622,1666,56.36413193,1666,63.42221069,1666,66.10791779,1666,5.621296406,
1665,68.76709747,1665,56.335495,1665,63.3969841,1665,66.0851593,1665,5.632826328,
1664,68.76636505,1664,56.31718063,1664,63.37587738,1664,66.08470154,1664,5.626021385,
1663,68.75148773,1663,56.3118515,1663,63.36473846,1663,66.07326508,1663,5.628709316,
1662,68.75556183,1662,56.28876495,1662,63.35235214,1662,66.05491638,1662,5.635065079,
1661,68.71129608,1661,56.2617836,1661,63.32454681,1661,66.01656342,1661,5.625673771,
1660,68.72772217,1660,56.26263428,1660,63.30883408,1660,66.04046631,1660,5.623530865,
1659,68.70839691,1659,56.22925568,1659,63.30078125,1659,66.00777435,1659,5.633185863,
1658,68.69243622,1658,56.2092247,1658,63.26587677,1658,65.99372864,1658,5.624400616,
1657,68.69603729,1657,56.19358826,1657,63.25825882,1657,65.99295807,1657,5.627331734,
1656,68.68704987,1656,56.17672348,1656,63.25201416,1656,65.97312927,1656,5.633937359,
1655,68.67134857,1655,56.16613007,1655,63.22689819,1655,65.96468353,1655,5.624950886,
1654,68.66519165,1654,56.14792633,1654,63.21729279,1654,65.94992828,1654,5.637432575,
1653,68.64573669,1653,56.11473465,1653,63.18865967,1653,65.93081665,1653,5.623814583,
1652,68.62400055,1652,56.09147644,1652,63.1684494,1652,65.90280151,1652,5.634557724,
1651,68.64261627,1651,56.07527542,1651,63.15421295,1651,65.90634918,1651,5.626772881,
1650,68.61374664,1650,56.05913544,1650,63.13703537,1650,65.87835693,1650,5.62818861,
1649,68.61557007,1649,56.03380203,1649,63.12031174,1649,65.8807373,1649,5.63490963,
1648,68.59876251,1648,56.02233887,1648,63.09744263,1648,65.85134125,1648,5.62789917,
